Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.00470321845209
CC(C)NC(=O)CN(C)C(=O)c1cc(Cl)c2c(c1)OCCO2, fitness:0.567936439426
N#CCC(=O)Nc1ccccc1COc1ccccc1C#N, fitness:0.0539135581803
Cc1ccc(NCC(=O)N2CCN(Cc3cccs3)CC2)cc1F, fitness:1.44921060807
CC(C)c1nc(CN2CCN(CC(O)c3ccc(F)cc3)CC2)no1, fitness:0.326516123528
CCN(Cc1ccc(F)cc1)C(=O)c1ccc(=O)n(C)c1, fitness:0.0455686043568
CC(=O)NCc1ccccc1CNC(=O)c1ccc2ccncc2c1, fitness:0.127163368203
Cc1cc(C(=O)NC(C)C(=O)N2CCN(c3ccccc3)CC2)cs1, fitness:0.738009327546
Cc1ncoc1CNC(=O)c1cccc(Br)c1, fitness:0.116300136102
COc1ccccc1C(=O)NCc1ncccc1OCC(F)(F)F, fitness:1.02065023222
CCN(CC)C(=O)c1ccccc1S(=O)(=O)Nc1ccccc1C, fitness:0.0334852883627
NC1Nc2ccccc2C1C(=O)NCCc1cccs1, fitness:0.230619248841
Cc1ccc(C(=O)NC2CCCN(c3cccc(F)c3)C2)s1, fitness:1.05272518885
CC(=O)NCc1cscc1C(=O)N1CCNCC1(N)CO, fitness:0.578391686277
Cc1coc(C(=O)Nc2cccc(SCC#N)c2)c1, fitness:0.707130038699
C=CCN(Cc1ccc(C#N)cc1)S(=O)(=O)N1CCOCC1, fitness:0.281809439194
Cc1cocc1C(=O)N(Cc1ccccc1)C1CC1, fitness:0.0273261909026
Cc1cc(C)cc(NC(=O)C(C)n2ccccc2=O)c1, fitness:0.00990234976373
CCOc1ccc(NC(=O)Cc2cccs2)c(C(F)(F)F)c1, fitness:0.909153618082
CC(=O)Nc1cccc(CC(=O)OCC2CCCCO2)c1, fitness:1.02117439134
Cc1ccccc1CC(=O)N(C1CC1)C(C)C1CC1, fitness:0.0140904344083
Cc1nnnn1-c1cccc(C(=O)NCC2CCCO2)c1, fitness:1.21998913134
CC(NC(=O)c1ccnn1-c1ccccc1F)c1ccsc1, fitness:0.91888448362
Cn1c(SCC(=O)Nc2ccccc2C#N)nnc1C1CC1, fitness:1.21880194518
CC(=O)Nc1ccccc1C(=O)NCC(C)c1ccsc1, fitness:0.150959412031
COc1ccc(C(=O)Nc2ccccc2C(N)=O)c(OC)c1, fitness:0.0321718007731
Cc1cccc(CNC(=O)c2ccccc2S(=O)(=O)N(C)C)c1, fitness:0.197925450487
Cc1cc(C(=O)Nc2cccc(-c3noc(-c4ccccn4)n3)c2)no1, fitness:1.33237776154
COCC(=O)NCC(Cc1ccc(F)cc1)C(=O)OC, fitness:1.82960157186e-05
Cc1cnoc1NC(=O)c1c[nH]c(=O)c(C)c1N, fitness:0.0712083512205
CC(C)(C)OC(=O)N1CCC(C(=O)NC2CC2)CC1, fitness:0.000679729654919
CC(C)n1c(CNC(=O)C2CCOC2)nc2ccccc21, fitness:1.12816842893
CC(C)c1cc(NCc2nc(-c3ccsc3)no2)n2nccc2n1, fitness:0.996857109694
CCOc1nn(CC)cc1C(=O)NCc1ccccc1F, fitness:1.20440734952
Cc1cocc1-c1nnc(NC(=O)c2cnc3ccccc3n2)o1, fitness:1.11690768025
Cc1nc(C(=O)NCC2(c3ccc(F)cc3)CCC2)co1, fitness:0.567864313505
C#CCOc1ccccc1CN(C)Cc1nnnn1C1CC1, fitness:0.00955806189942
Cc1cc(NC(=O)c2c(-c3ccc(Cl)cc3)noc2C)ccn1, fitness:0.867816747059
Cc1nn2c(C(=O)Nc3cccc(C#N)c3)c(C)nc2s1, fitness:1.54557632968
Cc1cccc(C)c1C(=O)NCc1ocnc1-c1ccccc1F, fitness:0.580165569136
Cc1ccc(C(=O)Nc2ccccc2SC(F)F)c(C)n1, fitness:0.0860032486294
NC(=O)c1ccccc1NC(=O)CSc1ccc(F)cc1, fitness:0.015702660164
CC(c1cccc(F)c1)N(C)C(=O)c1nc2c(c(=O)[nH]1)NCS2, fitness:0.794860806701
CC(C)CNC(=O)N1CCCN(C(=O)Cc2ccccc2)CC1, fitness:-0.037176764887
Cc1ccc(CN(C)C(=O)C2CC(=O)N(c3ccccc3F)C2)s1, fitness:0.837072370125
CCOC(=O)c1cc(C#N)c(=O)n(Cc2ccccc2F)c1, fitness:0.885680255039
Cn1ccnc(NC(=O)c2ccc(-c3cscn3)cc2)c1=O, fitness:0.728005463538
Cc1cscc1C(=O)N1CCNCC1(N)c1cnoc1, fitness:0.68963261776
N#Cc1cccn2nc(CC(=O)Nc3ccc(F)cc3)nc12, fitness:1.27081992535
CCC(C)NC(=O)c1c(-c2cccc3c2OCO3)csc1C, fitness:0.73550125571
COc1cccc(C(=O)N2CCCC2c2ccc[nH]2)c1F, fitness:0.681999193324
Cc1nc(SCC(=O)Nc2c(C)cccc2Cl)n[nH]1, fitness:0.511409915777
CC(NC(=O)c1cc[nH]c1C#N)c1c(Cl)cccc1Cl, fitness:0.0420764294381
CCOc1cc(CNC(=O)c2ccsc2)ccc1OC, fitness:0.41619006214
Cc1noc(C2CCCN2C(=O)c2ccc(O)cc2C)n1, fitness:1.13779516651
O=C(Cn1c(C(F)(F)F)cccc1=O)OC1CCCCC1, fitness:0.0434417787671
COC(=O)c1cn(CCC#N)c2ccc(Cl)cc12, fitness:0.272533911809
Cc1c(C(=O)NCc2ccncc2)oc2cc(Cl)ccc12, fitness:0.594179946718
CC(C)Oc1ccccc1NCc1cncs1, fitness:0.0169457878765
COc1ccc(OC)c(C2CCCN2C(=O)c2cccnc2)c1, fitness:1.01599195028
Cc1nc(N2CCCCC2O)nc2c1SCC21C=CCCC1, fitness:0.0459126206543
Cc1ccc(CNS(=O)(=O)CC(=O)NC(C)C)s1, fitness:0.00172919785404
CC(C)Oc1ccc(CN(C)S(=O)(=O)c2cccs2)cc1, fitness:0.0477726002945
CCOC(=O)Cn1nccc(-c2ccc(F)cc2)c1=O, fitness:0.088429336769
CCC(=O)Nc1ccccc1C(=O)Nc1ccccc1-c1cocn1, fitness:0.298897477192
Cc1cc(C(=O)N(Cc2ccc(F)cc2)Cc2ccco2)c(C)s1, fitness:0.827076795754
Cc1ccc(OCC(=O)Nc2ccc(C(=O)NC3CC3)cc2)cc1C, fitness:0.849544239375
Cc1ccc(O)c(NC(=O)c2cc(C)n(-c3ccccc3)n2)c1, fitness:0.297640328161
O=C(NCC1(c2ccc(F)cc2)CCCC1)c1ccc(O)cc1, fitness:0.0158959131295
CC(C)(O)C1CCCN1C(=O)CCNS(=O)(=O)c1ccc(F)cc1, fitness:0.741771710506
Cc1ccc(C(=O)NC(C)c2cccc(S(N)(=O)=O)c2)s1, fitness:0.26428465522
COc1ccccc1C(=O)N(Cc1cccs1)C1CC1, fitness:0.204285963425
N#CC(CC(=O)Nc1ccccc1F)c1ccccn1, fitness:0.11203503567
CCN(CC)C(=O)C1CCCCN1C(=O)c1ncccc1-n1ccnc1, fitness:0.781431509926
CC(=O)Nc1cc(C(=O)NCC(C)C)ccc1Cl, fitness:0.00122939412343
Cc1noc(C2CCCN2C(=O)Cc2ccc(OC(F)F)cc2)n1, fitness:0.817153409815
CC(=O)Nc1cc(C)ccc1C(=O)NCc1nc(-c2ccoc2)no1, fitness:1.05697709142
CN(Cc1n[nH]cc1C(O)O)C(=O)c1ccccc1C#N, fitness:0.804789660431
Cc1cccn2c(CNC(=O)c3cc(Cl)c4ncccc4c3)ncc12, fitness:1.37465059743
Cc1cc(C)cc(OCC(=O)NCc2nc(C)c3sccn23)c1, fitness:0.98984641448
Cc1cccc(CNC(=O)C(C)Sc2nc3ccsc3c(=O)n2C)c1, fitness:1.22779981069
COc1ccc(-c2nnc(NC(=O)c3ccc[nH]c3=O)s2)cc1, fitness:0.885616395526
COC(=O)c1cccc(NC(=O)Cc2csc(C)n2)c1C, fitness:0.746604854245
Cc1cccc(CNC(=O)c2cnn(-c3cccc(Cl)c3)c2)c1, fitness:1.42765207747
COc1cccc(CNS(=O)(=O)Cc2cccc(C)c2)c1, fitness:0.023433568068
CN(CC(=O)NC1CC1)C(=O)c1sccc1-c1ccccc1, fitness:0.368110693254
Cc1cscc1C(=O)Nc1nc2ccccc2[nH]1, fitness:0.070128431951
CC(=O)Nc1ccccc1C(=O)N(C)Cc1nc(N)n[nH]1, fitness:0.744344555788
CN(CC(=O)OC(c1ccccc1)c1cccnc1)S(C)(=O)=O, fitness:0.186125692924
CC(=O)NC1C2CC3CC(C2)C(C(=O)NC2CC=CC4=C2C=NC4)C1C3, fitness:-2.98934638446
COc1ccccc1C(C)NC(=O)C1CC(=O)N(C(C)C)C1, fitness:0.388593016366
CCOc1cccc(NC(=O)C2CNc3cc(F)ccc32)c1, fitness:0.976790268454
Cc1cc(CCNC(=O)C2CC(=O)N(c3ccccc3)C2)no1, fitness:1.05603472448
N#Cc1ccc(N2CCN(C(=O)c3ccc(F)c(F)c3)CC2)cc1, fitness:0.0310424847936
CCCn1ncc(C(=O)Nc2ccc(F)cc2)c1C1CC1, fitness:0.77207519049
CC(C)OCCCN1CCN(C(=O)c2ccc(F)cc2)CC1, fitness:0.0621666897976
COc1ccc(C(=O)NCCc2ncc(-c3ccccc3)o2)c(OC)c1, fitness:0.0106342493452
CCOC(=O)c1cc(OCc2ccccc2)cc2ccccc12, fitness:0.050837853943
Cc1nnc2ccc(C(=O)NCC3(C)CCCC3)cn12, fitness:0.236436610031
CC(C)Oc1ccccc1NC(=O)C1CC(=O)N(C2CCCC2)C1, fitness:0.713104041065
Cc1ccc(CNC(=O)c2ccc(-n3cnnn3)cc2)s1, fitness:0.404557158242
Cc1ccc(C)c(C(=O)NCc2ncsc2-c2ccsc2)c1, fitness:1.32394976783
Cc1cncc(C(=O)N2CCCC23NCCOC3(N)C2CC2)c1, fitness:0.568061720865
O=C(Cc1c[nH]c2ccccc12)NCc1ccc(-n2cncn2)nc1, fitness:1.0735251477
Cc1nc(CNc2ccc(F)c(C(=O)N(C)C)c2)cs1, fitness:1.02423621419
Cc1cccc(C(=O)NCc2cccnc2-n2cccn2)c1O, fitness:1.4661047734
CCOc1cccc(OCC)c1NC(=O)Cc1cc[nH]c1, fitness:0.00017360245671
Cn1cc(S(=O)(=O)NCCC(=O)N2CCCC(C)(C)CC2)cn1, fitness:-1.51818209955
CC1CN(C(=O)c2cccc(-n3cnnn3)c2)c2ccccc21, fitness:0.846518540548
O=C(NCC1CCCO1)c1ccc(-n2cnc3ccccc32)cc1, fitness:0.997720775897
Cc1noc(CNS(=O)(=O)Cc2cccc(C#N)c2)n1, fitness:1.42437716697
CCN(Cc1ccccc1F)C(=O)CC1C=CCC1, fitness:0.155935982885
Cc1cc(CNC(=O)c2cnc3ccccn3c2=O)no1, fitness:1.47200446413
COc1cccc(C(=O)Nc2cccc(C#N)c2)c1OC, fitness:0.0937362870878
Cc1ccccc1CN(C(=O)CSc1nc(N)n[nH]1)C1CC1, fitness:1.17686483396
O=C(Cc1cccc(F)c1)NCC#CCOc1ccncc1, fitness:1.01549003007
COc1ccc(C(NC(=O)Cn2ccccc2=O)C2CC2)cc1, fitness:0.700447287739
CSc1nsc(NC(=O)c2ccc(C)cc2)n1, fitness:0.00803443647149
CC(C)NC(=O)CCN(C)C(=O)c1cccc2cn[nH]c12, fitness:1.138626578
Cc1occc1C(=O)Nc1ccc(N2CCCC2=O)cc1, fitness:0.270544900059
CN(Cc1ccccc1O)C(=O)c1c(F)cccc1F, fitness:0.00324400116408
CCOc1cccc(OC)c1C(=O)NCc1ccco1, fitness:0.123876687582
CC(NC(=O)c1ccncc1)c1ccccc1C(F)(F)F, fitness:0.0137485441689
CC1CCCC(NC(=O)c2cccc(S(C)(=O)=O)c2)C1, fitness:0.127059724705
CC1CCN(C(=O)C(C)NCCOc2ccc(F)cc2)CC1, fitness:0.460767327116
Cc1cscc1CN1CCN(C(=O)c2cccc3c2OCCO3)CC1, fitness:0.803031453827
COc1ccc(CN(C)S(=O)(=O)c2cnn(C)c2)cc1, fitness:0.0633133651629
Cc1cscc1CNC(=O)N(Cc1ccccc1)CC1CCOC1, fitness:0.787206270754
NC1(c2ccccc2F)CCCNC1c1cnc2ccccn2c1=O, fitness:0.616179103204
COc1cc(NC(=O)C2CCCCN2C(=O)C2CC2)cc(OC)c1, fitness:0.091021813715
Cc1cc(Cl)c(OCC(=O)NCc2cccnc2)cc1C, fitness:0.977664946392
CC(C)Nc1ccc(CNC(=O)c2ccc(-n3ccnc3)cn2)cc1, fitness:1.11877442067
Cc1ccc(CN2CCN(C(=O)c3ccc(Cl)cc3)CC2)o1, fitness:0.0419945159267
CC1c2cccn2CCN1C(=O)c1ccc(Oc2ncccn2)cc1, fitness:0.763164056145
Cc1ccc(NC(=O)C2CC(=O)N(Cc3ccco3)C2)c(C)c1, fitness:1.08427305661
Cc1ccc(C(=O)NC2CCCC(C(N)=O)C2)c(C)c1, fitness:0.0796374186401
COC(=O)CN(Cc1cccc(C)c1)S(=O)(=O)c1ncc(N)[nH]1, fitness:1.11490386949
COCC(=O)N1CC2COCC2(COCc2ccccn2)C1, fitness:0.790326093245
CC(C)c1nc(CN2CCN(C(=O)c3ccccc3F)CC2)no1, fitness:0.879160255036
Cc1cc(C(=O)NC(C)(C)NS(C)(=O)=O)oc1C, fitness:0.000279210592221
CCOc1ccc(OC)cc1NC(=O)Cn1cc(C)cn1, fitness:1.41527450651
CCN(CC)C(=O)c1ccccc1S(=O)(=O)N1CCCC(C)C1, fitness:0.54969394578
Cc1nc(CN2CCC3(CC2)CCN(CC2CC2)C3=O)cs1, fitness:0.415334193162
CC(c1ccccc1)N(C)C(=O)CNC(=O)c1ncc2ccccn12, fitness:0.883672524235
COC(=O)CC1COCCN1C(=O)c1ccc(OC)cc1, fitness:0.146100746074
CCN(CC)C(=O)c1ccc(NCc2ccsc2)cc1, fitness:0.0187199534854
Cc1nc(CN2CCN(c3ccccc3Cl)CC2)no1, fitness:0.0509160623689
COc1ccc(CNC(=O)C2CC(=O)N(CC(C)C)C2)cc1, fitness:0.770665646825
CC=Cc1ccc(OCc2cc(=O)n3ccccc3n2)c(OC)c1, fitness:1.0805718189
CC(C)OCCCn1cnc2ccc(Cl)cc2c1=O, fitness:0.362108387807
CCS(=O)(=O)N1CCOC(c2ccccc2F)C1, fitness:0.0458044887549
CC(=O)Nc1c(O)cccc1C(=O)NCc1ccoc1, fitness:0.177497272249
Cc1c(NCC2CCOC2)ncnc1-c1cccnc1, fitness:1.04096668104
COc1cccc(-c2nnn(CC(=O)N3CCCCCC3)n2)c1, fitness:-1.24956468794
CC1CNCC(N)(c2ccsc2)N1C(=O)c1ccccc1O, fitness:0.544969056813
Cc1cccc(C)c1C(=O)NC(C#N)c1cccc2c1OCCO2, fitness:0.236899101003
COC(=O)c1ccc(NC(=O)c2nnn(Cc3ccccc3)c2C)cc1, fitness:1.25823080469
CC(C)N(Cc1ccccc1)C(=O)CNC(=O)c1ccc(F)cc1, fitness:0.0641231287327
CC(=O)Nc1ccc(CC(=O)OCC2CC2)cc1, fitness:0.00769483502157
Cc1ccccc1NC(=O)CSc1nnc2ccccn12, fitness:0.346397393297
N#Cc1ccc(OCC(=O)N2CCCC2c2ccc(F)cc2)cc1, fitness:0.534512059721
Cc1ncoc1-c1ccccc1NC(=O)c1ccccc1F, fitness:0.144771298969
Cc1cccc(F)c1C(=O)NCC(C)(C)c1ccccn1, fitness:0.264488712314
Cc1nc2ccccc2n1CC(=O)N(C)Cc1ccco1, fitness:0.979066695626
COc1ccc(-n2ccnc2C(=O)NCC2CCOC2)cc1, fitness:1.0249392923
CCn1cc(C(=O)N2CCCCC2Oc2nc3ccccc3s2)cn1, fitness:0.821291735574
COc1ccccc1-c1noc(CSc2nnnn2C)n1, fitness:1.23692494799
COc1ccc(C)cc1NC(=O)c1ccnc2ccccc12, fitness:0.784453071717
Cc1nc(-c2cccc(NC(=O)N(C)Cc3ccncc3)c2)no1, fitness:1.51570947665
O=C(CN1C(=O)CNc2ccccc21)Nc1ccc(Cl)cc1, fitness:0.246579454831
COc1ccc(NC(=O)c2c(F)cccc2C#N)cc1, fitness:0.0543720409257
O=C(NCC(O)c1ccc(F)cc1)c1cccc2ncccc12, fitness:0.690558476978
CC(=O)N1Cc2ccccc2C1C(=O)NC1CCc2ccccc21, fitness:0.0443617350611
CN(CC(=O)Nc1ccccc1F)S(=O)(=O)c1ccccc1F, fitness:0.019827326038
CCc1c(C)noc1C(=O)NCc1cc(OC2CCCC2)ccn1, fitness:1.22251565741
Cc1ccc(NC(=O)CSc2ccc(C#N)cc2)cc1, fitness:0.0131385455132
CC(C)Cn1c(=O)n(CCCO)c(=O)c2ccccc21, fitness:0.0158564305403
CC(=O)Nc1cccc(CNC(=O)CSc2ccc(F)cc2)c1, fitness:0.406766063985
Cc1coc(C(=O)N(C)Cc2nc3ccccc3s2)c1C, fitness:0.750166841115
Cc1noc(CSc2nnc(-c3ccccc3Cl)n2C)n1, fitness:0.694474327528
N#CCOc1cccc(CC(=O)Nc2cccc(C(N)=O)n2)c1, fitness:1.10311076328
Cc1cc(C(=O)NCc2ccco2)c(=O)n(C)c1, fitness:0.194797791356
CC(NC(=O)c1ccnc2ccccc12)Oc1ccccc1C#N, fitness:1.16085032866
C#CCOc1ccccc1CNC(=O)CSc1cccnc1, fitness:0.00966179928961
COCC(C)NC(=O)CN1CCN(c2cccc(O)c2)CC1, fitness:0.877213809138
Cc1ccc(C(=O)NCC#CCOc2ccc(C(N)=O)cc2)s1, fitness:0.484330468999
CC(=O)OCC(=O)N1CCCC1c1cccc2ccccc12, fitness:0.313930416368
COc1cccnc1CNC(=O)Cc1ccccc1OC(F)F, fitness:0.0109444497204
Cc1cc(C(=O)NCC(C)c2cccs2)c(C)n1C1CC1, fitness:0.999536703649
NC(=O)c1ccccc1-c1nnn(Cc2ccccc2Cl)n1, fitness:0.135746827749
CC1CCC(C)(NS(=O)(=O)c2cc(N)n[nH]2)CC1, fitness:0.0245971557473
Cc1cc(CN(C)C(=O)NCCc2csc(C)n2)no1, fitness:1.25592568507
Cc1[nH]c2ccccc2c1C(=O)NCc1ccncc1, fitness:0.0732463803356
Cc1cccc(O)c1C(=O)NCc1nccs1, fitness:0.132538358138
CCC(=O)Nc1cccc(CNS(=O)(=O)c2cccc(C)c2)c1, fitness:0.3068222875
N#Cc1ccccc1NC(=O)Cc1ncc(N2CCC(=O)C2)s1, fitness:0.855833968395
CC1CNc2c[nH]cc2N1C(=O)c1ccccc1S(C)(=O)=O, fitness:0.433534956552
CNC(=O)c1ccc(F)c(CN2CCc3sccc3C2)c1, fitness:1.21122113838
CCOc1cc(OC)cc(-c2nnn(Cc3cccs3)n2)c1, fitness:0.989440810361
N#Cc1ccc(CNC(=O)CSc2nc3ccccc3[nH]2)cc1, fitness:1.07736761704
Cc1ccc(-n2ccnc2SCC(=O)NCC2CCCO2)cc1, fitness:1.18915435076
CSc1ccc(NC(=O)c2onc(C)c2C)cc1, fitness:0.0070498941734
COc1ccccc1NC(=O)c1cc2occc2n1C, fitness:0.290337899077
CC(C#N)(NC(=O)c1ccccc1OC(F)F)C1CC1, fitness:0.223208066437
Cc1nc(CNC(=O)c2ccc(N3CCCC3=O)cc2)cs1, fitness:1.2491876975
N#Cc1ccc(C(=O)NCc2ccnc(OC3CCCC3)c2)cc1, fitness:1.16633986254
Cc1cc(C(=O)Nc2ccccc2-c2ocnc2C)ccn1, fitness:0.475923006759
Cc1cccc(NC(=O)Cn2c(=O)[nH]c3ccccc32)c1, fitness:0.348676031349
Cc1cc(CNC(=O)c2ccc(Br)cc2F)no1, fitness:0.184682978829
COc1ccc(-c2nnc(NC(=O)c3ccc(C)cc3)o2)c(OC)c1, fitness:1.02270333703
CCN(CC)C(=O)c1ccc(C)c(NC(=O)C2CC2)c1, fitness:0.0414446566429
Cc1cc(C(=O)NCC(C)(O)c2cccs2)ccc1F, fitness:0.564773946959
COc1cccc(C(C#N)N2CCOCC2CC(C)C)c1, fitness:0.565516269997
Cc1ccccc1CNC(=O)c1cc(-c2nnnn2C2CC2)ccc1F, fitness:1.21916174726
CC(C)Cn1ncc(C(=O)NCc2cccs2)c1C(F)F, fitness:0.888878484091
CCOC(=O)c1cccc(NC(=O)c2ccc(C)s2)c1, fitness:0.186846518729
Cc1cccc(O)c1C(=O)N1CCCC1C(=O)NC1CC1, fitness:0.347017285418
Cc1ccc(NC(=O)c2ccccn2)cc1S(C)(=O)=O, fitness:0.108346944274
Cc1cc(NC(=O)Cc2ncc3sccn23)cc2ncccc12, fitness:1.76160494533
COc1cccc(C(NC(=O)NCc2ccccn2)C2CC2)c1, fitness:1.0726788111
CCC(=O)Nc1ccc(CC(=O)Nc2ccc(OC)c(OC)c2)cc1, fitness:9.70454792193e-05
Cc1csc(C(=O)NCc2ccccc2S(N)(=O)=O)c1C, fitness:0.182531619698
Cc1nccn1-c1ccc(CNC(=O)c2ccc(F)cc2)cc1, fitness:0.281994079513
CC(=O)Nc1cccc(C(=O)N(Cc2cccc(F)c2)C(C)O)c1, fitness:0.826779671161
Cc1cc(C)cc(C(=O)Nc2ccnn2C2CCCCC2)c1, fitness:0.0959279187042
N#Cc1ccc(NC(=O)CCOc2ccc(F)cc2)cc1, fitness:0.0296552211964
COc1cccc(C(=O)N(Cc2ccsc2)C2CC2)c1, fitness:1.10039341954
COCc1ccc(F)c(CNC(=O)N2CCC(C(N)=O)C2)c1, fitness:0.975624875703
CC(=O)N1CCC(C(=O)Oc2ccc(Cl)cc2)C1, fitness:0.00800660648119
CCN(Cc1cccc(F)c1)C(=O)CNC(=O)c1ccco1, fitness:1.06082899662
CN(C)C(=O)c1ccccc1OCc1nnnn1-c1ccccc1, fitness:0.38876284999
Cc1ccc(NC(=O)COc2cc(F)cc(F)c2)cc1, fitness:0.00504259402721
COC(=O)c1ccc(NCc2[nH]nc(N)c2-c2ccsc2)cc1, fitness:1.03473103021
Cc1conc1CN1C(=O)CCC12CCCN2C(=O)c1ccccn1, fitness:0.678924080077
Cc1ccc(NC(=O)CSc2nnc(C3CC3)n2C2CC2)cc1, fitness:1.2737843647
C#CCOc1cccc(NC(=O)CC(C)C(=O)OC)c1, fitness:0.0554364023967
CSc1cccc(C(=O)Nc2nc(C)c(C#N)s2)c1, fitness:0.785544196026
Cc1ccc(OCC(=O)N2CCN(C(=O)C3CC3)CC2)cc1, fitness:0.00897714191335
Nn1c(COc2ccc(F)cc2)nnc1C(F)(F)F, fitness:0.00248920152865
COc1cc(C)cc(NC(=O)Cn2cncc2-c2ccccc2)c1, fitness:1.33857021265
COc1cccc(NC(=O)Cc2scnc2-c2ccncc2)c1, fitness:1.36838131284
CC(=O)Nc1ccccc1C(=O)Nc1csc(C#N)c1, fitness:0.0777017090009
CC(C)c1noc(-c2ccc(NCc3ccccn3)c(F)c2)n1, fitness:1.12222400393
Cc1ccc(O)c(C(=O)N2CCN(c3cncc(F)c3)CC2)c1, fitness:0.639968525287
CC(=O)Nc1ccccc1CNC(=O)c1ncc(C2CC2)s1, fitness:0.96334404612
Cc1cccc(NC(=O)Cn2cc(-c3cccnc3)cn2)c1, fitness:1.68091378173
C#CCN(Cc1ccccc1C)C(=O)c1[nH]ncc1-c1ccncc1, fitness:0.916064254636
Cc1ccccc1CNC(=O)NCc1ccc(C#N)cc1, fitness:0.0113707926031
CCC(CC)NC(=O)c1cncn1-c1ccccc1, fitness:0.0179022467176
Cc1ccc(C(=O)NCc2cc(=O)[nH]c3ccccc23)cc1C, fitness:0.319595463072
COc1cccc(C(=O)NCCc2ccccc2F)c1OC, fitness:0.119298216421
N#Cc1ccccc1NCC(=O)N1CCC(c2cc[nH]c2)C1, fitness:0.646368797207
Cc1ccc(S(C)(=O)=O)cc1NC(=O)c1ccccn1, fitness:0.0915992117596
Cc1cccc(NC(=O)Cc2c(C)noc2C)c1C, fitness:0.0375211580617
O=C(NCC1CC1)c1ccc(NCc2ccc3cc[nH]c3c2)s1, fitness:0.765409967208
Cc1cc2ncccc2cc1NC(=O)Cc1cc[nH]c1, fitness:1.77533485175
O=C(NCc1ccccn1)c1cccc(COc2ccccc2)c1, fitness:0.482775054851
CCC(CNC(=O)c1cnc(N)cn1)c1ccccc1, fitness:0.0715944802774
CC(C)c1c(CC(=O)Nc2cccc(Cl)c2)nc[nH]c1=O, fitness:1.19591543684
CN(Cc1ccc(F)cc1)C(=O)Cc1cccc(OCC#N)c1, fitness:1.04037811046
COc1ccc(C(=O)NCCOc2ccccc2C(N)=O)cc1OC, fitness:0.00035947424553
CN(CC1CCCO1)C(=O)NCc1ccnc(OC2CCC2)c1, fitness:1.21791450361
Cc1sc2ncn(C)c(=O)c2c1C(=O)NCC(C)(O)C1CC1, fitness:0.842025407353
Cc1ccc(CNS(=O)(=O)c2cccc(C#N)c2)cc1, fitness:0.0242102694394
Cc1cncnc1CN1CCN(C(=O)c2ccccc2F)CC1, fitness:1.16564948258
Cc1nc(C(=O)Nc2cccc(F)c2)c(-c2cccs2)o1, fitness:1.40150968107
CCOc1ccc(C(=O)NC(C)c2n[nH]cc2C)c(OC)c1, fitness:0.892271174791
CCOC(=O)c1c(N)cnn1Cc1ccccc1C#N, fitness:1.07865108071
CCN(CC)S(=O)(=O)c1ccc2oc(=O)ccc2c1, fitness:0.00417972088112
O=C(NCc1ccccc1F)Nc1cccc(-c2nnc3n2CCC3)c1, fitness:1.13015120487
CCN(CC)C(=O)c1ccc(S(=O)(=O)N2CCC(C)CC2)cc1, fitness:0.0245356344513
CNC(=O)c1cccc(NC(=O)N(C)Cc2ccncc2)c1, fitness:0.327351588263
CC1CN(S(=O)(=O)c2ccc(C#N)cc2)CC(c2ccccc2)O1, fitness:0.133459955798
CCN(CC)C(=O)c1ccccc1NC(=O)C1CC1c1ccccc1, fitness:0.0753293409376
Cc1cc2ccccc2n1CC(=O)Nc1cccc(C#N)c1, fitness:0.891855959579
O=C(NCC1CCOC1)c1ccc(-n2cccc2)cc1, fitness:0.0547786838734
Cc1csc(NC(=O)c2ccc(F)cc2F)n1, fitness:0.0282918650723
CCN(Cc1ccc(OC)cc1)C(=O)c1ccnc(C)c1, fitness:0.19493624217
N#Cc1ccc(NC(=O)c2c(F)cccc2F)nc1, fitness:0.00912373097496
CC(C)NC(=O)c1ccc(-c2nc3ccccc3o2)cc1, fitness:0.0365599701537
COC(=O)c1cccc(Cn2ccnc2C(C)(C)C)c1, fitness:0.28235214095
CC(C)Oc1cccc(C(=O)NCc2nc(C3CC3)no2)c1, fitness:1.24182835881
CC(C)Oc1cccc(NC(=O)CC23CCC(CC2)C3)c1, fitness:0.719106450798
N#Cc1cc(NC(=O)c2cc(Cl)c3c(c2)OCO3)ccn1, fitness:1.47625378566
CNC(=O)C1CC(=O)N(Cc2ccc(Cl)cc2)C1, fitness:0.0268826123923
COc1cc(OC)cc(C(=O)NC2CCC(C)C2)c1, fitness:0.00209014373999
C#CCOc1ccc(NC(=O)NCCC(=O)N(C)C)cc1, fitness:0.0149930098036
CC(=O)NCc1ccc(C(=O)Nc2ccc(C#N)cc2)s1, fitness:0.0792932634524
Cc1ccc(NC(=O)Cc2c[nH]c3ccccc23)cc1C(N)=O, fitness:1.83738854563
Cc1cnoc1CNC(=O)c1cscc1S(N)(=O)=O, fitness:0.47477312812
Cc1c(C(=O)Nc2ccccc2C(N)=O)cn(C2CC2)c1C, fitness:0.138160432567
CC(Oc1ccccc1F)N(C)S(=O)(=O)c1ccccc1, fitness:0.00294278093657
Cc1noc(C)c1CN(C)C(=O)c1cccc(NC(=O)C2CC2)c1, fitness:1.33275519553
O=C(Cn1c(=O)oc2cccc(Cl)c21)Nc1ccc2cccnc2c1, fitness:1.49531284278
