Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.325430032543
CC(C)Cn1cc(C(=O)NC2CCCCCC2)ccc1=O, fitness:0.291545189504
CN(Cc1cccc(C#N)c1)C(=O)Cc1cccc(OCC#N)c1, fitness:0.296296296296
CCN1C(=O)CNc2c(C(=O)Nc3cccnc3)cccc21, fitness:0.333555703803
COC(=O)c1ccccc1NCc1nnc(-c2ccccc2)o1, fitness:0.279888044782
Cc1scnc1CNC(=O)c1cccc(=O)[nH]1, fitness:0.360144057623
Cc1ccncc1CNC(=O)c1cc(=O)[nH]c2ccccc12, fitness:0.40733197556
N#Cc1ccccc1NC(=O)Cc1ccc(Br)cc1, fitness:0.2435460302
Cc1ccn(CC(=O)Nc2ccc3oc(C4CC4)nc3c2)n1, fitness:0.455511691467
Cc1cc(C)n(CCC(=O)Nc2cccc(Cl)c2C)n1, fitness:0.407860585836
CC(C)NC(=O)CSc1nnc(-c2cccnc2)n1C1CC1, fitness:0.300100033344
C#CCOc1ccccc1C(=O)N1CCN(c2ccccc2)CC1, fitness:0.217108119844
CC(NC(=O)Cn1c(=O)n(C)c2ccccc21)c1cccnc1, fitness:0.35739814153
CC(=O)Nc1ccc(C(=O)N(Cc2ccsc2)C(C)C)cc1, fitness:0.353079639074
CCc1ccc(NC(=O)c2c(C)cccc2C(=O)OC)cc1, fitness:0.400320256205
Cc1occc1C(=O)NCC(=O)Nc1ccccc1C#N, fitness:0.274402195218
CC(C#N)(NC(=O)COc1ccc(Br)cc1)C1CC1, fitness:0.249791840133
CCOC(=O)c1ncc(N)c(-c2ccccc2OC)n1, fitness:0.346287033474
CN(CC(=O)N1CCCC1)C(=O)c1ccccc1Cl, fitness:0.355555555556
N#Cc1ccccc1S(=O)(=O)NCC1(c2ccccc2)CC1, fitness:0.347826086957
Cc1ccc(NC(=O)CN2CCN(Cc3nc(C)no3)CC2)cc1, fitness:0.429184549356
O=C(CCOc1ccccc1F)N1CCN(C2CCCC2O)CC1, fitness:0.188465887674
COC(=O)c1cccc(NC(=O)c2csc(C)n2)c1, fitness:0.415564790329
CCOc1ccccc1NC(=O)Cc1ncc(C)s1, fitness:0.346287033474
Cc1occc1C(=O)NCc1ccnc(OC2CCCC2)c1, fitness:0.387596899225
CCn1ncc(C#N)c(-c2cccc(OC)c2)c1=O, fitness:0.307692307692
Cc1cccc(C)c1C(=O)Nc1cnn(Cc2ccccc2)c1, fitness:0.423565652676
Cc1cc(C(=O)N2CCC(C)(O)CC2)n(C(C)C)c1C, fitness:0.383141762452
Cc1cccc(CN(Cc2cccnc2)C(=O)c2cccc(F)c2)c1, fitness:0.363901018923
Cc1ccc(CN(C)Cc2cn(-c3ccccc3)nc2C)s1, fitness:0.392464678179
CCN(Cc1cccc(Cl)c1)C(=O)c1cc[nH]c(=O)c1, fitness:0.279888044782
Cc1ccc(NC(=O)CN2C(=O)CNc3ccccc32)cc1, fitness:0.377643504532
CCN(Cc1ccccc1C)C(=O)CSc1ncc2ccccn12, fitness:0.367033700367
Nc1c(C(=O)NCc2cccnc2)nnn1Cc1cccc(F)c1, fitness:0.328083989501
Cc1cnn(C(C)OC(=O)c2ccccc2-n2cnnn2)c1C, fitness:0.345065562457
CN(Cc1ccc(C#N)cc1)S(=O)(=O)c1ccc(C#N)cc1, fitness:0.450225112556
Cn1cc(C(=O)OCc2ccccc2F)c2ccccc21, fitness:0.333333333333
Cc1ccccc1CNC(=O)c1ccncc1N(C)C, fitness:0.453514739229
COc1cccc(CNC(=O)CN(C)S(C)(=O)=O)c1, fitness:0.423565652676
CC(C)CN(Cc1cccnc1)C(=O)c1cc(N)n[nH]1, fitness:0.351123595506
CCOc1cccc(CN(CC)C(=O)c2cnns2)c1, fitness:0.296296296296
CN(C(C)(C)NC(=O)c1[nH]nc2c1CC=C2)S(C)(=O)=O, fitness:0.370644922165
COc1cc(C(=O)NCc2ccoc2)cc(OC)c1OC, fitness:0.304215558453
CC(=O)NC(C)NC(=O)c1ccccc1OCC1CC1, fitness:0.255102040816
NC(=O)C1CCN(C(=O)CNC(=O)c2ccc3ccccc3c2)CC1, fitness:0.307692307692
CCOC(=O)c1ccccc1NCc1nc(C(C)C)no1, fitness:0.296296296296
Cc1cc(C)cc(OCC(=O)N2CCC(CO)CC2)c1, fitness:0.310972900933
CCOC(=O)c1cc(-c2ccc3c(c2)OCCCO3)[nH]n1, fitness:0.269127258747
O=C(NCc1cccc(OC(F)F)c1)c1ccc2nccn2c1, fitness:0.328083989501
CCC(=O)N1CCCC(C(=O)N2Cc3ccccc3N(C)CC2CC)C1, fitness:0.241296104791
CN(Cc1ccc(F)cc1)C(=O)c1ccc2ccccc2n1, fitness:0.400320256205
O=C(NCc1ccc(Cn2ccnc2)cc1)c1ccc2ccccc2n1, fitness:0.351123595506
O=C(NCc1nc(-c2ccc(F)cc2)no1)C(O)O, fitness:0.297745640153
Cc1ccc(CNC(=O)c2cnccc2-n2cnnc2)cc1, fitness:0.384911470362
COc1cccc(CN2C(=O)CCC2C(=O)NC2CC2)c1, fitness:0.290909090909
Cc1cc(NC(=O)c2n[nH]c3ccccc23)ccc1F, fitness:0.473588342441
O=C(NCc1ccccc1)c1cnc2ccccn2c1=O, fitness:0.333333333333
Cc1ccc(CN(C(=O)c2ccc3ccncc3c2)C(C)O)cc1, fitness:0.35739814153
CCOc1cc(C2CC2)nc(NCc2csc(C)n2)n1, fitness:0.333456835865
CC(C)(Oc1ccccc1Cl)C(=O)NCc1cn(-c2ccccc2)nn1, fitness:0.280701754386
CCOc1cccc(NC(=O)NCc2nnc3ccccn23)c1, fitness:0.333555703803
Cc1ccc(C(=O)Nc2cc(C)on2)c(OCC(=O)N(C)C)c1, fitness:0.379703141181
Cc1cc(NC(=O)CCc2cnn(C)c2)c2ncccc2c1, fitness:0.413354531002
COc1cccc(NC(=O)c2c[nH]c(N)c2)c1C, fitness:0.360144057623
CN(CC(=O)NCc1ccc(F)cc1)C(=O)c1ccc(F)cc1, fitness:0.372093023256
CN(CC(=O)NCc1ccco1)S(=O)(=O)c1ccc(F)cc1, fitness:0.370644922165
CCN(Cc1ccco1)C(=O)c1cccc(NC(=O)c2ccco2)c1, fitness:0.32154340836
CC(C)NC(=O)CN(C)C(=O)c1cc(Cl)c2c(c1)OCCO2, fitness:0.301886792453
N#CCC(=O)Nc1ccccc1COc1ccccc1C#N, fitness:0.217108119844
Cc1ccc(NCC(=O)N2CCN(Cc3cccs3)CC2)cc1F, fitness:0.413354531002
CC(C)c1nc(CN2CCN(CC(O)c3ccc(F)cc3)CC2)no1, fitness:0.269127258747
CCN(Cc1ccc(F)cc1)C(=O)c1ccc(=O)n(C)c1, fitness:0.333333333333
CC(=O)NCc1ccccc1CNC(=O)c1ccc2ccncc2c1, fitness:0.353079639074
Cc1cc(C(=O)NC(C)C(=O)N2CCN(c3ccccc3)CC2)cs1, fitness:0.327391778829
Cc1ncoc1CNC(=O)c1cccc(Br)c1, fitness:0.392464678179
COc1ccccc1C(=O)NCc1ncccc1OCC(F)(F)F, fitness:0.327391778829
CCN(CC)C(=O)c1ccccc1S(=O)(=O)Nc1ccccc1C, fitness:0.471327572663
NC1Nc2ccccc2C1C(=O)NCCc1cccs1, fitness:0.239808153477
Cc1ccc(C(=O)NC2CCCN(c3cccc(F)c3)C2)s1, fitness:0.30518819939
CC(=O)NCc1cscc1C(=O)N1CCNCC1(N)CO, fitness:0.245527884953
Cc1coc(C(=O)Nc2cccc(SCC#N)c2)c1, fitness:0.333456835865
C=CCN(Cc1ccc(C#N)cc1)S(=O)(=O)N1CCOCC1, fitness:0.307692307692
Cc1cocc1C(=O)N(Cc1ccccc1)C1CC1, fitness:0.340425531915
Cc1cc(C)cc(NC(=O)C(C)n2ccccc2=O)c1, fitness:0.425894378194
CCOc1ccc(NC(=O)Cc2cccs2)c(C(F)(F)F)c1, fitness:0.259163272862
CC(=O)Nc1cccc(CC(=O)OCC2CCCCO2)c1, fitness:0.285714285714
Cc1ccccc1CC(=O)N(C1CC1)C(C)C1CC1, fitness:0.347826086957
Cc1nnnn1-c1cccc(C(=O)NCC2CCCO2)c1, fitness:0.322788896062
CC(NC(=O)c1ccnn1-c1ccccc1F)c1ccsc1, fitness:0.3159003159
Cn1c(SCC(=O)Nc2ccccc2C#N)nnc1C1CC1, fitness:0.30518819939
CC(=O)Nc1ccccc1C(=O)NCC(C)c1ccsc1, fitness:0.244698205546
COc1ccc(C(=O)Nc2ccccc2C(N)=O)c(OC)c1, fitness:0.340425531915
Cc1cccc(CNC(=O)c2ccccc2S(=O)(=O)N(C)C)c1, fitness:0.473588342441
Cc1cc(C(=O)Nc2cccc(-c3noc(-c4ccccn4)n3)c2)no1, fitness:0.40061633282
COCC(=O)NCC(Cc1ccc(F)cc1)C(=O)OC, fitness:0.266429840142
Cc1cnoc1NC(=O)c1c[nH]c(=O)c(C)c1N, fitness:0.360144057623
CC(C)(C)OC(=O)N1CCC(C(=O)NC2CC2)CC1, fitness:0.215749730313
CC(C)n1c(CNC(=O)C2CCOC2)nc2ccccc21, fitness:0.33921302578
CC(C)c1cc(NCc2nc(-c3ccsc3)no2)n2nccc2n1, fitness:0.312695434647
CCOc1nn(CC)cc1C(=O)NCc1ccccc1F, fitness:0.327391778829
Cc1cocc1-c1nnc(NC(=O)c2cnc3ccccc3n2)o1, fitness:0.400534045394
Cc1nc(C(=O)NCC2(c3ccc(F)cc3)CCC2)co1, fitness:0.333456835865
C#CCOc1ccccc1CN(C)Cc1nnnn1C1CC1, fitness:0.280701754386
Cc1cc(NC(=O)c2c(-c3ccc(Cl)cc3)noc2C)ccn1, fitness:0.449050086356
Cc1nn2c(C(=O)Nc3cccc(C#N)c3)c(C)nc2s1, fitness:0.426929392447
Cc1cccc(C)c1C(=O)NCc1ocnc1-c1ccccc1F, fitness:0.363901018923
Cc1ccc(C(=O)Nc2ccccc2SC(F)F)c(C)n1, fitness:0.360144057623
NC(=O)c1ccccc1NC(=O)CSc1ccc(F)cc1, fitness:0.272479564033
CC(c1cccc(F)c1)N(C)C(=O)c1nc2c(c(=O)[nH]1)NCS2, fitness:0.317662007624
CC(C)CNC(=O)N1CCCN(C(=O)Cc2ccccc2)CC1, fitness:0.297745640153
Cc1ccc(CN(C)C(=O)C2CC(=O)N(c3ccccc3F)C2)s1, fitness:0.300100033344
CCOC(=O)c1cc(C#N)c(=O)n(Cc2ccccc2F)c1, fitness:0.254452926209
Cn1ccnc(NC(=O)c2ccc(-c3cscn3)cc2)c1=O, fitness:0.393278512692
Cc1cscc1C(=O)N1CCNCC1(N)c1cnoc1, fitness:0.30518819939
N#Cc1cccn2nc(CC(=O)Nc3ccc(F)cc3)nc12, fitness:0.379703141181
CCC(C)NC(=O)c1c(-c2cccc3c2OCO3)csc1C, fitness:0.249910746162
COc1cccc(C(=O)N2CCCC2c2ccc[nH]2)c1F, fitness:0.222057735011
Cc1nc(SCC(=O)Nc2c(C)cccc2Cl)n[nH]1, fitness:0.370644922165
CC(NC(=O)c1cc[nH]c1C#N)c1c(Cl)cccc1Cl, fitness:0.255102040816
CCOc1cc(CNC(=O)c2ccsc2)ccc1OC, fitness:0.274402195218
Cc1noc(C2CCCN2C(=O)c2ccc(O)cc2C)n1, fitness:0.373260943332
O=C(Cn1c(C(F)(F)F)cccc1=O)OC1CCCCC1, fitness:0.217108119844
COC(=O)c1cn(CCC#N)c2ccc(Cl)cc12, fitness:0.313725490196
Cc1c(C(=O)NCc2ccncc2)oc2cc(Cl)ccc12, fitness:0.429184549356
CC(C)Oc1ccccc1NCc1cncs1, fitness:0.272479564033
COc1ccc(OC)c(C2CCCN2C(=O)c2cccnc2)c1, fitness:0.30518819939
Cc1nc(N2CCCCC2O)nc2c1SCC21C=CCCC1, fitness:0.245527884953
Cc1ccc(CNS(=O)(=O)CC(=O)NC(C)C)s1, fitness:0.383141762452
CC(C)Oc1ccc(CN(C)S(=O)(=O)c2cccs2)cc1, fitness:0.367496937526
CCOC(=O)Cn1nccc(-c2ccc(F)cc2)c1=O, fitness:0.326530612245
CCC(=O)Nc1ccccc1C(=O)Nc1ccccc1-c1cocn1, fitness:0.307692307692
Cc1cc(C(=O)N(Cc2ccc(F)cc2)Cc2ccco2)c(C)s1, fitness:0.290909090909
Cc1ccc(OCC(=O)Nc2ccc(C(=O)NC3CC3)cc2)cc1C, fitness:0.421644413212
Cc1ccc(O)c(NC(=O)c2cc(C)n(-c3ccccc3)n2)c1, fitness:0.407860585836
O=C(NCC1(c2ccc(F)cc2)CCCC1)c1ccc(O)cc1, fitness:0.226963231956
CC(C)(O)C1CCCN1C(=O)CCNS(=O)(=O)c1ccc(F)cc1, fitness:0.310451879959
Cc1ccc(C(=O)NC(C)c2cccc(S(N)(=O)=O)c2)s1, fitness:0.46511627907
COc1ccccc1C(=O)N(Cc1cccs1)C1CC1, fitness:0.244698205546
N#CC(CC(=O)Nc1ccccc1F)c1ccccn1, fitness:0.32
CCN(CC)C(=O)C1CCCCN1C(=O)c1ncccc1-n1ccnc1, fitness:0.312695434647
CC(=O)Nc1cc(C(=O)NCC(C)C)ccc1Cl, fitness:0.318037255793
Cc1noc(C2CCCN2C(=O)Cc2ccc(OC(F)F)cc2)n1, fitness:0.290416263311
CC(=O)Nc1cc(C)ccc1C(=O)NCc1nc(-c2ccoc2)no1, fitness:0.317662007624
CN(Cc1n[nH]cc1C(O)O)C(=O)c1ccccc1C#N, fitness:0.290909090909
Cc1cccn2c(CNC(=O)c3cc(Cl)c4ncccc4c3)ncc12, fitness:0.388639760837
Cc1cc(C)cc(OCC(=O)NCc2nc(C)c3sccn23)c1, fitness:0.351123595506
Cc1cccc(CNC(=O)C(C)Sc2nc3ccsc3c(=O)n2C)c1, fitness:0.377358490566
COc1ccc(-c2nnc(NC(=O)c3ccc[nH]c3=O)s2)cc1, fitness:0.259163272862
COC(=O)c1cccc(NC(=O)Cc2csc(C)n2)c1C, fitness:0.333456835865
Cc1cccc(CNC(=O)c2cnn(-c3cccc(Cl)c3)c2)c1, fitness:0.345065562457
COc1cccc(CNS(=O)(=O)Cc2cccc(C)c2)c1, fitness:0.417014178482
CN(CC(=O)NC1CC1)C(=O)c1sccc1-c1ccccc1, fitness:0.307692307692
Cc1cscc1C(=O)Nc1nc2ccccc2[nH]1, fitness:0.431880643895
CC(=O)Nc1ccccc1C(=O)N(C)Cc1nc(N)n[nH]1, fitness:0.393278512692
CN(CC(=O)OC(c1ccccc1)c1cccnc1)S(C)(=O)=O, fitness:0.407860585836
CC(=O)NC1C2CC3CC(C2)C(C(=O)NC2CC=CC4=C2C=NC4)C1C3, fitness:0.206753962784
COc1ccccc1C(C)NC(=O)C1CC(=O)N(C(C)C)C1, fitness:0.269127258747
CCOc1cccc(NC(=O)C2CNc3cc(F)ccc32)c1, fitness:0.275862068966
Cc1cc(CCNC(=O)C2CC(=O)N(c3ccccc3)C2)no1, fitness:0.328083989501
N#Cc1ccc(N2CCN(C(=O)c3ccc(F)c(F)c3)CC2)cc1, fitness:0.260642919201
CCCn1ncc(C(=O)Nc2ccc(F)cc2)c1C1CC1, fitness:0.363901018923
CC(C)OCCCN1CCN(C(=O)c2ccc(F)cc2)CC1, fitness:0.255102040816
COc1ccc(C(=O)NCCc2ncc(-c3ccccc3)o2)c(OC)c1, fitness:0.300100033344
CCOC(=O)c1cc(OCc2ccccc2)cc2ccccc12, fitness:0.297745640153
Cc1nnc2ccc(C(=O)NCC3(C)CCCC3)cn12, fitness:0.346287033474
CC(C)Oc1ccccc1NC(=O)C1CC(=O)N(C2CCCC2)C1, fitness:0.254452926209
Cc1ccc(CNC(=O)c2ccc(-n3cnnn3)cc2)s1, fitness:0.339750849377
Cc1ccc(C)c(C(=O)NCc2ncsc2-c2ccsc2)c1, fitness:0.400534045394
Cc1cncc(C(=O)N2CCCC23NCCOC3(N)C2CC2)c1, fitness:0.285805017466
O=C(Cc1c[nH]c2ccccc12)NCc1ccc(-n2cncn2)nc1, fitness:0.285805017466
Cc1nc(CNc2ccc(F)c(C(=O)N(C)C)c2)cs1, fitness:0.475543478261
Cc1cccc(C(=O)NCc2cccnc2-n2cccn2)c1O, fitness:0.393959290873
CCOc1cccc(OCC)c1NC(=O)Cc1cc[nH]c1, fitness:0.266429840142
Cn1cc(S(=O)(=O)NCCC(=O)N2CCCC(C)(C)CC2)cn1, fitness:0.33921302578
CC1CN(C(=O)c2cccc(-n3cnnn3)c2)c2ccccc21, fitness:0.285714285714
O=C(NCC1CCCO1)c1ccc(-n2cnc3ccccc32)cc1, fitness:0.30518819939
Cc1noc(CNS(=O)(=O)Cc2cccc(C#N)c2)n1, fitness:0.414364640884
CCN(Cc1ccccc1F)C(=O)CC1C=CCC1, fitness:0.244698205546
Cc1cc(CNC(=O)c2cnc3ccccn3c2=O)no1, fitness:0.367033700367
COc1cccc(C(=O)Nc2cccc(C#N)c2)c1OC, fitness:0.326530612245
Cc1ccccc1CN(C(=O)CSc1nc(N)n[nH]1)C1CC1, fitness:0.361010830325
O=C(Cc1cccc(F)c1)NCC#CCOc1ccncc1, fitness:0.296296296296
COc1ccc(C(NC(=O)Cn2ccccc2=O)C2CC2)cc1, fitness:0.259163272862
CSc1nsc(NC(=O)c2ccc(C)cc2)n1, fitness:0.400177856825
CC(C)NC(=O)CCN(C)C(=O)c1cccc2cn[nH]c12, fitness:0.327391778829
Cc1occc1C(=O)Nc1ccc(N2CCCC2=O)cc1, fitness:0.377643504532
CN(Cc1ccccc1O)C(=O)c1c(F)cccc1F, fitness:0.333174678724
CCOc1cccc(OC)c1C(=O)NCc1ccco1, fitness:0.249791840133
CC(NC(=O)c1ccncc1)c1ccccc1C(F)(F)F, fitness:0.347826086957
CC1CCCC(NC(=O)c2cccc(S(C)(=O)=O)c2)C1, fitness:0.353079639074
CC1CCN(C(=O)C(C)NCCOc2ccc(F)cc2)CC1, fitness:0.269127258747
Cc1cscc1CN1CCN(C(=O)c2cccc3c2OCCO3)CC1, fitness:0.280701754386
COc1ccc(CN(C)S(=O)(=O)c2cnn(C)c2)cc1, fitness:0.462249614792
Cc1cscc1CNC(=O)N(Cc1ccccc1)CC1CCOC1, fitness:0.290416263311
NC1(c2ccccc2F)CCCNC1c1cnc2ccccn2c1=O, fitness:0.266666666667
COc1cc(NC(=O)C2CCCCN2C(=O)C2CC2)cc(OC)c1, fitness:0.32
Cc1cc(Cl)c(OCC(=O)NCc2cccnc2)cc1C, fitness:0.393278512692
CC(C)Nc1ccc(CNC(=O)c2ccc(-n3ccnc3)cn2)cc1, fitness:0.387596899225
Cc1ccc(CN2CCN(C(=O)c3ccc(Cl)cc3)CC2)o1, fitness:0.297745640153
CC1c2cccn2CCN1C(=O)c1ccc(Oc2ncccn2)cc1, fitness:0.32154340836
Cc1ccc(NC(=O)C2CC(=O)N(Cc3ccco3)C2)c(C)c1, fitness:0.328083989501
Cc1ccc(C(=O)NC2CCCC(C(N)=O)C2)c(C)c1, fitness:0.392464678179
COC(=O)CN(Cc1cccc(C)c1)S(=O)(=O)c1ncc(N)[nH]1, fitness:0.406885758998
COCC(=O)N1CC2COCC2(COCc2ccccn2)C1, fitness:0.281337918099
CC(C)c1nc(CN2CCN(C(=O)c3ccccc3F)CC2)no1, fitness:0.285714285714
Cc1cc(C(=O)NC(C)(C)NS(C)(=O)=O)oc1C, fitness:0.444839857651
CCOc1ccc(OC)cc1NC(=O)Cn1cc(C)cn1, fitness:0.345065562457
CCN(CC)C(=O)c1ccccc1S(=O)(=O)N1CCCC(C)C1, fitness:0.363901018923
Cc1nc(CN2CCC3(CC2)CCN(CC2CC2)C3=O)cs1, fitness:0.301886792453
CC(c1ccccc1)N(C)C(=O)CNC(=O)c1ncc2ccccn12, fitness:0.373260943332
COC(=O)CC1COCCN1C(=O)c1ccc(OC)cc1, fitness:0.244698205546
CCN(CC)C(=O)c1ccc(NCc2ccsc2)cc1, fitness:0.383141762452
Cc1nc(CN2CCN(c3ccccc3Cl)CC2)no1, fitness:0.333333333333
COc1ccc(CNC(=O)C2CC(=O)N(CC(C)C)C2)cc1, fitness:0.264051301396
CC=Cc1ccc(OCc2cc(=O)n3ccccc3n2)c(OC)c1, fitness:0.30518819939
CC(C)OCCCn1cnc2ccc(Cl)cc2c1=O, fitness:0.407860585836
CCS(=O)(=O)N1CCOC(c2ccccc2F)C1, fitness:0.333333333333
CC(=O)Nc1c(O)cccc1C(=O)NCc1ccoc1, fitness:0.244698205546
Cc1c(NCC2CCOC2)ncnc1-c1cccnc1, fitness:0.3159003159
COc1cccc(-c2nnn(CC(=O)N3CCCCCC3)n2)c1, fitness:0.32154340836
CC1CNCC(N)(c2ccsc2)N1C(=O)c1ccccc1O, fitness:0.245527884953
Cc1cccc(C)c1C(=O)NC(C#N)c1cccc2c1OCCO2, fitness:0.307692307692
COC(=O)c1ccc(NC(=O)c2nnn(Cc3ccccc3)c2C)cc1, fitness:0.40733197556
CC(C)N(Cc1ccccc1)C(=O)CNC(=O)c1ccc(F)cc1, fitness:0.291545189504
CC(=O)Nc1ccc(CC(=O)OCC2CC2)cc1, fitness:0.363636363636
Cc1ccccc1NC(=O)CSc1nnc2ccccn12, fitness:0.377643504532
N#Cc1ccc(OCC(=O)N2CCCC2c2ccc(F)cc2)cc1, fitness:0.192086054552
Cc1ncoc1-c1ccccc1NC(=O)c1ccccc1F, fitness:0.353079639074
Cc1cccc(F)c1C(=O)NCC(C)(C)c1ccccn1, fitness:0.407860585836
Cc1nc2ccccc2n1CC(=O)N(C)Cc1ccco1, fitness:0.421644413212
COc1ccc(-n2ccnc2C(=O)NCC2CCOC2)cc1, fitness:0.328083989501
CCn1cc(C(=O)N2CCCCC2Oc2nc3ccccc3s2)cn1, fitness:0.272809942407
COc1ccccc1-c1noc(CSc2nnnn2C)n1, fitness:0.32154340836
COc1ccc(C)cc1NC(=O)c1ccnc2ccccc12, fitness:0.483759502419
Cc1nc(-c2cccc(NC(=O)N(C)Cc3ccncc3)c2)no1, fitness:0.438321853475
O=C(CN1C(=O)CNc2ccccc21)Nc1ccc(Cl)cc1, fitness:0.313725490196
COc1ccc(NC(=O)c2c(F)cccc2C#N)cc1, fitness:0.333333333333
O=C(NCC(O)c1ccc(F)cc1)c1cccc2ncccc12, fitness:0.363901018923
CC(=O)N1Cc2ccccc2C1C(=O)NC1CCc2ccccc21, fitness:0.291545189504
CN(CC(=O)Nc1ccccc1F)S(=O)(=O)c1ccccc1F, fitness:0.44953003678
CCc1c(C)noc1C(=O)NCc1cc(OC2CCCC2)ccn1, fitness:0.364077669903
Cc1ccc(NC(=O)CSc2ccc(C#N)cc2)cc1, fitness:0.391474554154
CC(C)Cn1c(=O)n(CCCO)c(=O)c2ccccc21, fitness:0.310972900933
CC(=O)Nc1cccc(CNC(=O)CSc2ccc(F)cc2)c1, fitness:0.307692307692
Cc1coc(C(=O)N(C)Cc2nc3ccccc3s2)c1C, fitness:0.421644413212
Cc1noc(CSc2nnc(-c3ccccc3Cl)n2C)n1, fitness:0.333456835865
N#CCOc1cccc(CC(=O)Nc2cccc(C(N)=O)n2)c1, fitness:0.3159003159
Cc1cc(C(=O)NCc2ccco2)c(=O)n(C)c1, fitness:0.384911470362
CC(NC(=O)c1ccnc2ccccc12)Oc1ccccc1C#N, fitness:0.40733197556
C#CCOc1ccccc1CNC(=O)CSc1cccnc1, fitness:0.249910746162
COCC(C)NC(=O)CN1CCN(c2cccc(O)c2)CC1, fitness:0.290909090909
Cc1ccc(C(=O)NCC#CCOc2ccc(C(N)=O)cc2)s1, fitness:0.301886792453
CC(=O)OCC(=O)N1CCCC1c1cccc2ccccc12, fitness:0.274402195218
COc1cccnc1CNC(=O)Cc1ccccc1OC(F)F, fitness:0.327391778829
Cc1cc(C(=O)NCC(C)c2cccs2)c(C)n1C1CC1, fitness:0.345065562457
NC(=O)c1ccccc1-c1nnn(Cc2ccccc2Cl)n1, fitness:0.32
CC1CCC(C)(NS(=O)(=O)c2cc(N)n[nH]2)CC1, fitness:0.408496732026
Cc1cc(CN(C)C(=O)NCCc2csc(C)n2)no1, fitness:0.386371619248
Cc1[nH]c2ccccc2c1C(=O)NCc1ccncc1, fitness:0.400320256205
Cc1cccc(O)c1C(=O)NCc1nccs1, fitness:0.423565652676
CCC(=O)Nc1cccc(CNS(=O)(=O)c2cccc(C)c2)c1, fitness:0.407860585836
N#Cc1ccccc1NC(=O)Cc1ncc(N2CCC(=O)C2)s1, fitness:0.262295081967
CC1CNc2c[nH]cc2N1C(=O)c1ccccc1S(C)(=O)=O, fitness:0.333456835865
CNC(=O)c1ccc(F)c(CN2CCc3sccc3C2)c1, fitness:0.280701754386
CCOc1cc(OC)cc(-c2nnn(Cc3cccs3)n2)c1, fitness:0.290909090909
N#Cc1ccc(CNC(=O)CSc2nc3ccccc3[nH]2)cc1, fitness:0.290909090909
Cc1ccc(-n2ccnc2SCC(=O)NCC2CCCO2)cc1, fitness:0.344072568033
CSc1ccc(NC(=O)c2onc(C)c2C)cc1, fitness:0.435161009574
COc1ccccc1NC(=O)c1cc2occc2n1C, fitness:0.346287033474
CC(C#N)(NC(=O)c1ccccc1OC(F)F)C1CC1, fitness:0.239808153477
Cc1nc(CNC(=O)c2ccc(N3CCCC3=O)cc2)cs1, fitness:0.345065562457
N#Cc1ccc(C(=O)NCc2ccnc(OC3CCCC3)c2)cc1, fitness:0.33921302578
Cc1cc(C(=O)Nc2ccccc2-c2ocnc2C)ccn1, fitness:0.429184549356
Cc1cccc(NC(=O)Cn2c(=O)[nH]c3ccccc32)c1, fitness:0.377643504532
Cc1cc(CNC(=O)c2ccc(Br)cc2F)no1, fitness:0.353079639074
COc1ccc(-c2nnc(NC(=O)c3ccc(C)cc3)o2)c(OC)c1, fitness:0.327391778829
CCN(CC)C(=O)c1ccc(C)c(NC(=O)C2CC2)c1, fitness:0.440528634361
Cc1cc(C(=O)NCC(C)(O)c2cccs2)ccc1F, fitness:0.333456835865
COc1cccc(C(C#N)N2CCOCC2CC(C)C)c1, fitness:0.218023255814
Cc1ccccc1CNC(=O)c1cc(-c2nnnn2C2CC2)ccc1F, fitness:0.333636639369
CC(C)Cn1ncc(C(=O)NCc2cccs2)c1C(F)F, fitness:0.285714285714
CCOC(=O)c1cccc(NC(=O)c2ccc(C)s2)c1, fitness:0.353079639074
Cc1cccc(O)c1C(=O)N1CCCC1C(=O)NC1CC1, fitness:0.339750849377
Cc1ccc(NC(=O)c2ccccn2)cc1S(C)(=O)=O, fitness:0.669344042838
Cc1cc(NC(=O)Cc2ncc3sccn23)cc2ncccc12, fitness:0.464846019756
COc1cccc(C(NC(=O)NCc2ccccn2)C2CC2)c1, fitness:0.328083989501
CCC(=O)Nc1ccc(CC(=O)Nc2ccc(OC)c(OC)c2)cc1, fitness:0.391474554154
Cc1csc(C(=O)NCc2ccccc2S(N)(=O)=O)c1C, fitness:0.527611677805
Cc1nccn1-c1ccc(CNC(=O)c2ccc(F)cc2)cc1, fitness:0.407860585836
CC(=O)Nc1cccc(C(=O)N(Cc2cccc(F)c2)C(C)O)c1, fitness:0.32154340836
Cc1cc(C)cc(C(=O)Nc2ccnn2C2CCCCC2)c1, fitness:0.423565652676
N#Cc1ccc(NC(=O)CCOc2ccc(F)cc2)cc1, fitness:0.304215558453
COc1cccc(C(=O)N(Cc2ccsc2)C2CC2)c1, fitness:0.264051301396
COCc1ccc(F)c(CNC(=O)N2CCC(C(N)=O)C2)c1, fitness:0.300100033344
CC(=O)N1CCC(C(=O)Oc2ccc(Cl)cc2)C1, fitness:0.278810408922
CCN(Cc1cccc(F)c1)C(=O)CNC(=O)c1ccco1, fitness:0.290909090909
CN(C)C(=O)c1ccccc1OCc1nnnn1-c1ccccc1, fitness:0.339750849377
