Cc1ncc(C(=O)NCc2ccccc2F)c(N2CCCCC2)n1, fitness:1.31010521852
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(Cl)cc1NC(=O)CSc1nccc(N)n1, fitness:2.25171293618
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(NC(=O)Cc2cccc(OCC#N)c2)cc1, fitness:0.336655494726
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1cccc(Br)c1NC(=O)CSc1cn[nH]n1, fitness:0.457794468122
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2ccc3c(c2)OCCO3)cc1F, fitness:1.53444757152
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0421583065899
CSc1ccc(NC(=O)Cc2cccs2)cc1C(N)=O, fitness:0.469317748977
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1ccsc1, fitness:0.147757612479
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0421583065899
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cccs1, fitness:0.320997641401
COc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1OC, fitness:0.0117428793836
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1Br, fitness:0.351681370712
Cc1ccc(NC(=O)Cc2cccs2)c(O)c1, fitness:0.0414858757962
COc1ccc(-c2ncc(C(=O)NCc3ccccc3)c(N)n2)cc1, fitness:1.15060657424
COc1ccc(C(=O)Nc2ccc(Cn3cncn3)cc2)cc1OC, fitness:1.2532082482
N#Cc1ccc(NCc2ccc(OCC(N)=O)cc2)cc1, fitness:0.0296477546636
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(OCC(=O)NCC2COc3ccccc3O2)cc1C, fitness:1.06273875898
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(Br)cc1NC(=O)Cc1ccc(O)cc1, fitness:0.0169318761776
COc1ccc(C(=O)NCc2cccs2)cc1N, fitness:0.186728492971
N#Cc1ccc(NCC(=O)Nc2ccc(C#N)cc2)cc1, fitness:0.000114828435263
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2ccsc2)c2ncccc2c1, fitness:1.67931473818
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
COc1cc(C(=O)NCC2CCCO2)ccc1OCc1ccccc1, fitness:0.00810005392675
COc1ccc(C(=O)NCC2COc3ccccc3O2)cc1OC, fitness:0.771150781938
CSc1cc2c(cc1NC(=O)Cc1ccsc1)OCO2, fitness:0.562423713608
Cc1ccc(NC(=O)CSc2nc(=O)n3ccccc3n2)cc1, fitness:1.44232243898
CN(Cc1ccc(Cl)cc1)C(=O)Cc1ccc2c(c1)OCCO2, fitness:0.0472499930195
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)C2COc3ccccc3O2)c(O)c1, fitness:0.208121146346
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
O=C(NCC1COc2ccccc2O1)c1ccc(-n2cnnc2)cc1, fitness:0.630426087041
Cc1ccc(C)c(OCC(=O)Nc2sccc2C#N)c1, fitness:0.912825896881
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
N#CCOc1cccc(CC(=O)Nc2ccc(C#N)cc2)c1, fitness:0.230719700418
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(NC(=O)Cc2c(C)noc2C)cc1Cl, fitness:0.920444687261
N#Cc1ccc(OCC(=O)NCc2ccc(F)cc2)cc1, fitness:0.0222313947974
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1ccc(OC(C)n2nc(-c3ccsc3)oc2=O)cc1, fitness:0.298461943947
Cc1cc(NC(=O)CC2CC3CCC2C3)c2ncccc2c1, fitness:0.842223977214
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
N#Cc1ccc(OCC(=O)NCc2ccc(F)cc2)cc1, fitness:0.0222313947974
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccnc2N)cc1, fitness:0.0288626788708
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(C(=O)NCc2ccc(F)cc2)cc1OC, fitness:0.0116951899202
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2ccsc2)c2ncccc2c1, fitness:1.67931473818
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
CSc1cccc(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.441733313516
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1cc(S(=O)(=O)NCc2ccsc2)ccc1F, fitness:0.0438178181373
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
CSc1ccc(NC(=O)Cc2ccc(N3CCCC3=O)cc2)cc1, fitness:0.603390399358
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2ccc3c(c2)OCCO3)c2ncccc2c1, fitness:1.36009520479
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1cc(NC(=O)C2COc3ccccc3O2)c2ncccc2c1, fitness:1.15472415632
N#Cc1ccc(OCC(=O)NCc2ccc3c(c2)OCO3)cc1, fitness:0.889999179368
COc1ccc(CNC(=O)c2sccc2C)cc1OC, fitness:0.0610040556258
Cc1ccc(OCC(=O)Nc2ccccc2C#N)cc1C, fitness:0.20129363686
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(C)nc(SCC(=O)Nc2ccc(C#N)cc2)n1, fitness:0.0632075349454
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1Cl, fitness:-2.11152999754
Cc1cc(NC(=O)Cc2ccsc2)ccc1N1CCCC1=O, fitness:1.48541768476
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(NC(=O)NCc2cccs2)c2ncccc2c1, fitness:1.61287848448
Cc1ccc(O)c(NC(=O)Cc2cccs2)c1, fitness:0.0438310776977
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1cc(C)cc(OCCn2cc(Br)cn2)c1, fitness:0.00220546113036
Cc1cccc(C)c1NC(=O)COc1ccc2ccccc2c1, fitness:0.0210715354319
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
COc1ccc(C(=O)NCc2cccs2)c(OC)c1, fitness:0.0961515655369
COc1ccc(C(=O)N(Cc2ccc(Cl)cc2)C2CC2)cc1, fitness:0.0385625570881
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nc(C)cc(N)n2)cc1, fitness:0.0795052245601
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
COc1ccc(-c2cc(NCc3ccccc3)nc(C)n2)cc1, fitness:0.0539803855169
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1N, fitness:0.200070103031
Cc1ccc(C(=O)NCc2cc(-c3cccs3)on2)cc1C, fitness:1.43459248061
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(S(=O)(=O)NCC2Cc3ccccc3O2)cc1C, fitness:0.264266435288
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2ccc3c(c2)OCCO3)c2ncccc2c1, fitness:1.36009520479
Cc1cc(NC(=O)Cc2ccc3c(c2)OCCO3)c2ncccc2c1, fitness:1.36009520479
Cc1cc(NCc2ccc(OCC#N)cc2)nc(C)n1, fitness:0.05321907506
Cc1ccc(OCC(=O)Nc2ccc3c(c2)OCCO3)cc1C, fitness:0.347325365981
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(N)cc1NC(=O)COc1ccc2ccccc2c1, fitness:0.354983708632
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1, fitness:-1.60911930345
Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0143534966257
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
CSc1ccc(NC(=O)Cc2ccsc2)cc1, fitness:0.007949441417
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cccc(C)c1NCC(O)c1cccs1, fitness:0.00108634824614
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1cc(C)cc(OCCNS(=O)(=O)c2cccs2)c1, fitness:0.0341235583274
Cc1ccc(OCC(=O)Nc2cc(N3CCCCC3)ncn2)cc1C, fitness:1.4424559094
Cc1ccc(NCc2nc3ccsc3c(=O)[nH]2)cc1F, fitness:1.90198500612
Cc1ccc(NC(=O)CSc2nnc3n2CCCCC3)cc1, fitness:-1.60911930345
Cc1ccc(SCC(=O)Nc2c[nH]cc(Br)c2=O)cc1, fitness:0.066624425046
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2cc(N)ncn2)cc1Cl, fitness:1.15128874363
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cccc(C)c1OCC(=O)Nc1ccc2c(c1)OCCO2, fitness:0.177919909068
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
Cc1ccc(NC(=O)CSc2ccccn2)cc1Cl, fitness:0.511826601204
N#Cc1ccccc1OCC(=O)Nc1ccccc1OCC1CC1, fitness:0.00244154785626
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncc(C#N)c(N)n2)cc1Cl, fitness:1.8169622186
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NC(=O)CSc2cn[nH]n2)cc1Br, fitness:0.644955742786
Cc1ccc(C)c(NCc2nc3ccsc3c(=O)[nH]2)c1, fitness:0.622945845545
COc1ccc(O)c(C(=O)NCc2ccc(C#N)cc2)c1, fitness:0.229169690331
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)CSc2ccccn2)cc1F, fitness:0.508096257976
Nc1ccc(F)cc1C(=O)NCc1cccs1, fitness:0.0381638971617
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1cc(N)nc(SCC(=O)Nc2ccccc2CO)n1, fitness:0.0827481762722
Cc1ccc(C)c(NC(=O)CSc2nnc3n2CCCCC3)c1, fitness:-1.85337089773
Cc1cc(NCC(=O)c2cccs2)c2ncccc2c1, fitness:0.945322711954
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)COc2cccc3ccc(=O)[nH]c23)cc1, fitness:0.449521558555
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2cccs2)ccc1N1CCCC1=O, fitness:1.53311676513
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(O)c(NC(=O)CSc2ccc3c(c2)OCCO3)c1, fitness:1.09319762003
Cc1ccc(NC(=O)CSc2ncn[nH]2)cc1Cl, fitness:0.771895086341
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
COc1ccc(O)c(C(=O)NCc2sccc2C)c1, fitness:0.296646864572
COc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1OC, fitness:0.0117428793836
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1Cl, fitness:0.196539908885
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(OCC(=O)Nc2ccc(C#N)cc2)cc1C, fitness:0.0775701880917
Cc1ccc(NC(=O)CSc2ccncc2)cc1F, fitness:0.0959739292713
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NCc2cnc(N3CCCC3)nc2)cc1C, fitness:0.0260142632395
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NCc2cnc(N3CCCC3)nc2)cc1C, fitness:0.0260142632395
Cc1ccc(SCC(=O)Nc2sccc2C#N)cc1, fitness:0.0846903495092
Cc1ccc(SCC(=O)Nc2ccc(C#N)cc2)cc1, fitness:0.0131385455132
Cc1ccc(S(=O)(=O)NCC(O)c2cccs2)cc1C, fitness:0.0921008516101
COc1ccc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc1OC, fitness:0.100773438741
Cc1ccc(NC(=O)COc2ccc3c(c2)OCCO3)cc1C, fitness:0.346145079142
Cc1cc(NC(=O)Cc2ccsc2)ccc1N1CCCC1=O, fitness:1.48541768476
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1C, fitness:0.0407997549546
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1Cl, fitness:0.196539908885
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ccc3c(c2)OCCO3)cc1F, fitness:1.53444757152
Cc1cc2[nH]c(=O)[nH]c2cc1NC(=O)Cc1cccs1, fitness:0.152550398689
Cc1cc(Cl)cc(NC(=O)CSc2cncnc2N)c1, fitness:1.39914455528
Cc1cccc(C(=O)NCC2COc3ccccc3O2)c1, fitness:0.230709448518
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(N2CCCC2=O)cc1NC(=O)Cc1cccs1, fitness:0.965889437854
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1Cl, fitness:0.207895082023
Cc1cc(NC(=O)C2COc3ccccc3O2)c2ncccc2c1, fitness:1.15472415632
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(C(=O)NCC2COc3ccccc3O2)cc1OC, fitness:0.771150781938
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(-n2c(SCC(N)=O)nnc2C2CC2)cc1, fitness:0.15165785293
Cc1ccc(O)c(NC(=O)CSc2ccc3c(c2)OCCO3)c1, fitness:1.09319762003
Cc1ccc(NC(=O)COc2ccc3ccccc3c2)cc1C, fitness:0.0813022222605
Cc1cc(NC(=O)Cc2ccc(O)cc2)c2ncccc2c1, fitness:0.552317625317
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1n[nH]c(SCC(=O)Nc2ccc(C)c(Cl)c2)n1, fitness:0.6054783822
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
